"source","target","weight"
918,2445,3
1092,2445,1
415,2445,1
1485,2445,1
2190,2445,7
1226,2445,7
826,2445,1
1063,2445,1
914,2445,6
1237,2445,1
823,2445,1
1377,2445,1
543,2445,1
1012,2445,1
1337,2445,1
1383,2445,1
712,2445,1
1241,2445,2
237,2445,1
2406,2445,2
221,2445,6
2269,2445,1
1523,2445,3
2270,2445,1
1233,2445,1
2034,2445,2
2403,2445,1
1101,2445,1
547,2445,1
969,2445,1
1232,2446,11
772,2446,1
1608,2446,6
221,2446,5
1216,2446,1
767,2446,2
60,2446,1
2208,2446,1
1283,2446,6
2269,2446,1
2034,2446,2
1399,2446,2
1590,2446,1
175,2446,3
1726,2446,1
765,2446,19
2282,2446,1
2143,2446,1
1774,2446,1
54,2446,1
1014,2446,1
2064,2446,1
2238,2446,2
977,2446,1
2270,2446,3
1258,2446,1
408,2446,2
262,2446,1
1066,2446,14
1257,2446,1
1381,2446,5
1274,2446,1
2173,2446,6
242,2446,1
423,2446,1
1012,2446,1
117,2446,3
74,2446,1
1775,2446,1
82,2446,7
1063,2446,6
1081,2446,3
2044,2446,1
768,2446,2
810,2446,2
29,2446,3
1016,2446,2
965,2446,4
1528,2446,4
952,2446,1
614,2446,2
547,2446,1
560,2446,1
444,2446,2
809,2446,1
2125,2446,1
246,2446,2
340,2446,13
1209,2446,4
230,2446,3
1880,2446,2
272,2446,1
240,2446,3
1226,2446,1
1210,2446,1
1425,2446,2
308,2446,1
1523,2446,3
755,2446,1
1773,2446,1
365,2446,2
440,2446,3
208,2446,2
1542,2446,1
1269,2446,1
1073,2446,3
1382,2446,4
55,2446,1
543,2446,2
1092,2446,2
920,2446,1
2172,2446,2
450,2446,1
2249,2446,1
18,2446,1
2174,2446,1
1595,2446,1
1508,2446,1
676,2446,4
2248,2446,1
330,2446,1
2205,2446,4
678,2446,4
304,2446,1
839,2446,1
804,2446,1
1379,2446,1
1272,2446,1
2264,2446,1
2190,2446,4
1284,2446,1
812,2446,1
415,2446,3
1233,2446,1
79,2446,1
907,2446,2
78,2446,1
2065,2446,1
734,2446,2
25,2446,1
1082,2446,1
1383,2446,4
2129,2446,1
1079,2446,1
2237,2446,1
1015,2446,1
40,2446,2
1912,2446,1
969,2446,1
1195,2446,4
204,2446,3
1924,2446,1
1083,2446,1
316,2446,2
2267,2446,11
1086,2446,9
1437,2446,2
402,2446,1
963,2446,1
73,2446,1
401,2446,3
887,2447,1
547,2447,1
1066,2447,15
29,2447,4
2270,2447,8
1071,2447,1
1082,2447,2
1237,2447,2
340,2447,14
765,2447,3
1880,2447,8
940,2447,1
2125,2447,1
1232,2447,15
2143,2447,1
1108,2447,1
944,2447,1
1272,2447,1
2445,2447,1
1218,2447,2
1662,2447,2
2277,2447,2
221,2447,1
1074,2447,5
898,2447,2
675,2447,1
1252,2447,2
1835,2447,4
240,2447,1
195,2447,1
201,2447,1
41,2447,2
2403,2447,2
1086,2447,3
304,2447,2
1072,2447,6
1284,2447,2
734,2447,1
40,2447,1
768,2447,1
2174,2447,2
937,2447,1
1839,2447,2
1382,2447,5
1381,2447,1
736,2447,1
60,2447,1
1774,2447,2
2173,2447,6
1379,2447,5
2176,2447,1
737,2447,4
969,2447,2
2005,2447,1
839,2447,1
210,2447,5
910,2447,1
543,2447,1
2190,2447,1
1080,2447,2
2446,2447,1
2405,2447,1
1839,2448,1
1662,2448,1
969,2448,1
1379,2448,1
765,2448,3
1066,2448,6
25,2448,1
1836,2448,1
1373,2448,2
907,2448,1
1437,2448,1
2447,2448,2
1232,2448,3
1252,2448,2
1072,2448,1
1081,2448,1
1086,2448,1
1082,2448,1
1092,2448,1
1485,2448,2
1608,2448,2
1075,2448,3
2176,2448,2
340,2448,6
737,2448,2
2173,2448,3
1069,2448,1
2270,2448,2
1835,2448,1
1528,2448,2
1378,2448,1
240,2449,2
914,2449,4
105,2449,4
1179,2449,1
1528,2449,1
1437,2449,3
1216,2449,1
2407,2449,1
2282,2449,1
1255,2449,1
158,2449,4
924,2449,1
221,2449,4
2270,2449,1
1774,2449,1
1218,2449,1
201,2449,2
1226,2449,3
1773,2449,1
2446,2449,1
94,2450,1
1232,2450,3
2190,2450,1
2449,2450,2
265,2450,1
1305,2450,1
1542,2450,1
1773,2450,2
830,2450,1
1080,2450,1
1086,2450,1
1835,2450,1
1252,2450,1
1216,2450,4
1522,2450,1
1774,2450,2
1217,2450,1
1074,2450,1
2446,2450,2
914,2450,3
1809,2450,1
221,2450,1
2445,2450,1
40,2450,1
393,2450,1
1066,2486,10
1016,2486,2
1528,2486,2
172,2486,2
1617,2486,3
404,2486,1
2404,2486,2
909,2486,1
1839,2486,3
2446,2486,1
328,2486,5
41,2486,1
1508,2486,2
329,2486,1
90,2486,3
1943,2486,1
1835,2486,4
941,2486,4
466,2486,3
2270,2486,8
842,2486,2
396,2486,1
324,2486,1
269,2486,1
765,2486,9
196,2486,3
244,2486,1
965,2486,3
1089,2486,1
2006,2486,1
751,2486,2
82,2486,12
319,2486,8
614,2486,2
1927,2486,2
2177,2486,1
204,2486,7
280,2486,2
2382,2486,12
60,2486,16
678,2486,1
29,2486,6
915,2486,1
898,2486,2
420,2486,8
2125,2486,2
75,2486,2
2264,2486,3
768,2486,2
159,2486,1
2408,2486,1
1425,2486,2
1590,2486,1
1911,2486,1
1114,2486,2
1209,2486,2
790,2486,2
201,2486,2
845,2486,9
747,2486,3
415,2486,2
2190,2486,2
326,2486,21
443,2486,2
402,2486,9
2032,2486,3
2269,2486,1
330,2486,5
40,2486,4
753,2486,2
1741,2486,1
2403,2486,1
25,2486,3
1108,2486,22
1232,2486,2
73,2486,1
626,2486,2
894,2486,2
440,2486,2
1351,2486,1
951,2486,1
1173,2486,2
438,2486,6
615,2486,6
318,2486,1
1274,2486,1
1081,2486,3
1079,2486,1
401,2486,2
1257,2486,1
969,2486,1
1837,2486,3
1427,2486,2
1090,2486,4
171,2486,2
2412,2486,1
137,2486,1
1074,2486,6
737,2486,3
2265,2486,3
2034,2486,1
340,2486,5
195,2486,2
1810,2486,1
1576,2486,2
179,2486,1
543,2486,2
1363,2486,2
221,2486,25
1084,2486,1
1283,2486,4
240,2486,12
547,2486,3
403,2486,3
316,2486,13
325,2486,2
1086,2486,6
675,2486,2
920,2486,1
250,2486,3
413,2486,11
437,2486,1
258,2486,5
393,2486,4
1358,2486,3
1226,2486,3
71,2486,1
322,2486,3
753,2488,1
1424,2488,2
1524,2488,2
2282,2488,1
876,2488,1
221,2488,9
410,2488,1
1822,2488,8
2269,2488,2
246,2488,1
443,2488,1
404,2488,1
240,2488,7
823,2488,1
1771,2488,2
1245,2488,1
2136,2488,1
2034,2488,1
1839,2488,1
887,2488,1
2382,2488,11
415,2488,1
393,2488,3
1084,2488,1
340,2488,2
1787,2488,3
898,2488,1
473,2488,1
274,2488,3
80,2488,1
440,2488,7
453,2488,1
1087,2488,5
2413,2488,2
2215,2488,1
1247,2488,1
941,2488,1
18,2488,6
2135,2488,1
25,2488,7
676,2488,4
316,2488,4
963,2488,2
1238,2488,1
1435,2488,4
1272,2488,4
794,2488,1
1770,2488,1
893,2488,1
293,2488,1
406,2488,2
1289,2488,1
623,2488,1
1195,2488,1
40,2488,3
438,2488,2
935,2488,1
1535,2488,1
909,2488,1
1180,2488,1
914,2488,6
284,2488,3
784,2488,1
29,2488,3
950,2488,3
601,2488,7
842,2488,1
326,2488,5
1179,2488,1
298,2488,1
1032,2488,2
1217,2488,4
2044,2488,1
1086,2488,1
201,2488,2
159,2488,1
1125,2488,2
970,2488,1
1810,2488,6
413,2488,2
429,2488,2
1743,2488,1
2486,2488,2
420,2488,4
1590,2488,1
1523,2488,4
1528,2488,5
1358,2488,1
79,2488,4
1017,2488,1
765,2488,1
60,2488,2
1542,2488,1
800,2488,1
969,2488,5
1178,2488,4
1286,2488,3
171,2488,1
325,2488,1
576,2488,1
1425,2488,1
1382,2488,2
1076,2488,1
241,2488,1
1114,2488,3
292,2488,3
751,2488,1
329,2488,5
1218,2488,2
208,2488,10
1108,2488,21
755,2488,1
1226,2488,2
1088,2488,1
179,2488,2
1112,2488,1
449,2488,1
2064,2488,2
2033,2488,1
547,2488,2
675,2488,4
258,2488,2
94,2488,1
78,2488,3
328,2488,1
450,2488,1
1590,2489,1
676,2489,1
258,2489,1
1435,2489,1
78,2489,10
79,2489,7
2488,2489,1
898,2489,1
2269,2489,1
259,2489,63
765,2489,1
179,2489,1
784,2489,1
914,2489,1
80,2489,1
1273,2492,1
682,2492,8
1092,2492,1
1013,2492,1
547,2492,1
1258,2492,3
1083,2492,1
168,2492,1
475,2492,4
272,2492,2
469,2492,1
712,2492,15
2064,2492,1
1159,2492,5
441,2492,1
876,2492,3
1080,2492,1
2267,2492,1
767,2492,6
141,2492,9
850,2492,1
1073,2492,1
2445,2492,1
734,2492,3
1210,2492,3
2447,2492,1
1121,2492,1
1081,2492,2
2190,2492,1
466,2492,1
1232,2492,1
2019,2492,1
450,2492,1
330,2492,1
614,2492,1
72,2492,2
340,2492,2
676,2492,1
195,2492,1
543,2492,4
179,2492,5
2249,2492,15
2269,2492,1
204,2492,2
79,2492,4
28,2492,4
1086,2492,5
1066,2492,2
1835,2492,6
221,2492,2
246,2492,1
2195,2492,1
812,2492,1
765,2492,12
678,2492,3
1604,2492,1
365,2492,4
216,2492,3
1074,2492,1
2385,2492,1
1108,2492,2
560,2500,2
221,2500,2
926,2500,10
2269,2500,2
1622,2500,10
91,2500,3
1710,2500,3
1218,2500,1
1301,2500,1
1286,2500,3
1283,2500,2
215,2500,2
1360,2500,2
2122,2500,2
365,2500,2
2229,2538,1
1924,2538,4
803,2538,1
811,2538,7
298,2538,2
475,2538,6
1063,2538,1
148,2538,1
2446,2538,7
396,2538,1
2241,2538,2
951,2538,4
28,2538,2
1015,2538,3
682,2538,4
784,2538,1
1104,2538,1
1485,2538,32
284,2538,3
935,2538,5
1596,2538,4
2249,2538,5
823,2538,7
2414,2538,4
1524,2538,6
944,2538,6
18,2538,2
443,2538,9
456,2538,2
2046,2538,3
1739,2538,1
453,2538,3
1283,2538,11
269,2538,1
1195,2538,1
215,2538,4
2407,2538,2
1078,2538,3
78,2538,9
755,2538,15
461,2538,1
117,2538,3
1301,2538,1
751,2538,6
441,2538,1
1079,2538,1
1121,2538,6
198,2538,1
1809,2538,4
208,2538,5
476,2538,2
1788,2538,5
873,2538,1
2032,2538,6
840,2538,3
1811,2538,4
2011,2538,1
771,2538,1
409,2538,3
2239,2538,5
754,2538,2
579,2538,4
675,2538,2
286,2538,3
210,2538,6
972,2538,1
2105,2538,2
460,2538,12
1743,2538,5
440,2538,16
1084,2538,2
969,2538,17
2393,2538,4
2237,2538,2
793,2538,2
1775,2538,1
790,2538,2
1082,2538,1
91,2538,3
330,2538,2
1590,2538,12
809,2538,9
1258,2538,3
2034,2538,4
74,2538,20
81,2538,4
1259,2538,9
1837,2538,4
747,2538,5
1528,2538,12
1437,2538,6
446,2538,1
1017,2538,2
1782,2538,8
2065,2538,1
390,2538,1
316,2538,12
826,2538,1
1291,2538,3
1251,2538,4
1866,2538,2
2123,2538,1
2269,2538,2
1358,2538,6
2044,2538,1
455,2538,2
923,2538,5
766,2538,4
2270,2538,18
806,2538,1
313,2538,6
473,2538,4
2449,2538,1
88,2538,2
1768,2538,2
1210,2538,2
2070,2538,4
876,2538,4
197,2538,2
1697,2538,2
2212,2538,1
462,2538,20
415,2538,19
366,2538,2
2136,2538,11
229,2538,5
901,2538,1
963,2538,6
1533,2538,15
29,2538,58
2004,2538,3
90,2538,3
317,2538,1
201,2538,32
712,2538,1
1742,2538,8
676,2538,12
1294,2538,3
2177,2538,1
401,2538,14
1101,2538,1
1072,2538,1
804,2538,4
1781,2538,4
2188,2538,1
692,2538,4
2111,2538,1
938,2538,3
1273,2538,1
845,2538,1
1942,2538,6
54,2538,3
319,2538,2
1239,2538,1
1216,2538,3
543,2538,12
196,2538,6
365,2538,20
2248,2538,1
423,2538,8
240,2538,79
2450,2538,3
1074,2538,6
1232,2538,13
1357,2538,1
437,2538,2
79,2538,10
2134,2538,4
1510,2538,3
1435,2538,7
1621,2538,1
1363,2538,1
1384,2538,1
735,2538,2
1245,2538,2
171,2538,2
256,2538,8
506,2538,1
1810,2538,3
2403,2538,1
421,2538,7
2262,2538,10
1943,2538,6
1686,2538,1
765,2538,41
1908,2538,1
1162,2538,2
937,2538,1
800,2538,1
1617,2538,2
2413,2538,7
1799,2538,1
402,2538,17
121,2538,2
626,2538,1
2271,2538,3
1331,2538,2
206,2538,2
1769,2538,6
2277,2538,2
1252,2538,7
445,2538,7
1275,2538,1
75,2538,1
450,2538,2
1302,2538,1
2005,2538,8
1436,2538,2
2405,2538,1
1284,2538,2
622,2538,3
914,2538,36
1351,2538,5
941,2538,2
1246,2538,3
258,2538,1
2308,2538,1
1918,2538,1
1217,2538,4
940,2538,6
2129,2538,1
469,2538,11
1772,2538,2
1377,2538,1
40,2538,15
58,2538,4
326,2538,10
2008,2538,5
679,2538,2
1508,2538,2
457,2538,1
767,2538,6
2114,2538,3
1018,2538,5
248,2538,3
1237,2538,7
328,2538,1
465,2538,4
929,2538,7
1306,2538,3
116,2538,13
1075,2538,3
71,2538,4
60,2538,10
288,2538,4
285,2538,2
927,2538,2
275,2538,2
2489,2538,1
73,2538,4
1749,2538,3
466,2538,9
898,2538,8
242,2538,9
842,2538,3
140,2538,6
1218,2538,4
1032,2538,1
773,2538,2
1158,2538,1
1608,2538,6
221,2538,87
209,2538,1
416,2538,2
26,2538,2
1264,2538,1
2009,2538,3
411,2538,7
438,2538,1
1257,2538,4
1226,2538,53
168,2538,1
2268,2538,2
1699,2538,1
952,2538,1
560,2538,1
175,2538,3
444,2538,8
907,2538,4
1278,2538,4
1927,2538,19
1299,2538,4
1013,2538,4
94,2538,2
308,2538,8
82,2538,8
1083,2538,2
1092,2538,4
1576,2538,7
970,2538,9
918,2538,1
2447,2538,1
2131,2538,1
2038,2538,2
909,2538,4
1787,2538,45
25,2538,35
334,2538,2
2130,2538,3
274,2538,2
2264,2538,10
2124,2538,1
273,2538,1
2395,2538,4
1325,2538,3
1281,2538,2
442,2538,2
204,2538,10
1545,2538,1
1066,2538,34
1900,2538,4
2267,2538,5
1286,2538,30
1704,2538,2
246,2538,6
812,2538,6
2187,2538,2
80,2538,1
887,2538,2
41,2538,2
1836,2538,2
159,2538,1
973,2538,5
1081,2538,10
1289,2538,1
1093,2538,4
2172,2538,2
547,2538,15
1091,2538,3
920,2538,8
202,2538,1
2383,2538,6
244,2538,1
1822,2538,3
1012,2538,2
2207,2538,2
1209,2538,1
850,2538,2
1073,2538,3
1839,2538,2
1906,2538,1
933,2538,4
447,2538,4
678,2538,15
179,2538,14
1542,2538,11
772,2538,1
1797,2538,2
2006,2538,4
1912,2538,2
1086,2538,30
305,2538,2
625,2538,4
1741,2538,1
1173,2538,4
1726,2538,1
2208,2538,3
252,2538,4
1520,2538,4
1770,2538,1
2486,2538,8
1368,2538,1
1108,2538,18
542,2538,4
2266,2538,15
1857,2538,2
340,2538,23
1112,2538,1
685,2538,2
2190,2538,2
122,2538,1
819,2538,1
1256,2538,2
1350,2538,3
2211,2538,3
408,2538,1
736,2538,11
413,2538,8
2265,2538,16
801,2538,1
422,2538,2
1430,2538,2
118,2538,2
2045,2538,1
805,2538,1
241,2538,3
614,2538,10
1106,2538,4
1381,2538,1
217,2538,1
1272,2538,16
915,2538,3
2488,2538,1
1710,2538,4
2381,2538,5
404,2538,26
841,2538,5
89,2538,4
1068,2538,1
135,2538,5
943,2538,10
1709,2538,8
1427,2538,2
737,2538,6
412,2538,4
1227,2538,1
1228,2538,2
255,2538,3
1509,2538,6
2033,2538,2
734,2538,33
230,2538,3
2492,2538,1
962,2538,1
307,2538,1
1181,2538,2
2398,2538,3
1425,2538,3
1215,2538,3
1071,2538,3
87,2538,5
1818,2538,1
2392,2538,1
2018,2538,4
2410,2538,2
1523,2538,7
393,2538,14
76,2538,1
950,2538,31
1125,2538,2
1360,2538,1
1835,2538,18
137,2538,2
1773,2538,1
1335,2538,2
1305,2538,4
270,2538,1
1771,2538,2
768,2538,2
1750,2538,5
1865,2538,2
2173,2538,3
581,2538,2
2282,2538,12
6,2538,5
1727,2538,2
839,2538,10
124,2538,3
820,2538,2
916,2538,3
2382,2538,13
1535,2538,2
1774,2538,3
1080,2538,1
1303,2538,1
753,2538,4
459,2538,3
1241,2538,5
745,2538,1
179,2539,6
811,2539,12
240,2539,12
543,2539,6
255,2539,6
920,2539,6
751,2539,6
755,2539,6
2538,2539,18
1087,2540,1
547,2540,2
2403,2540,1
1436,2540,1
1066,2540,4
415,2540,1
139,2540,2
444,2540,1
765,2540,1
1437,2540,2
326,2540,1
1252,2540,1
1081,2540,6
2538,2540,2
2135,2540,1
784,2540,1
542,2540,2
179,2540,1
80,2540,1
1520,2540,2
422,2540,1
623,2540,1
2005,2540,1
676,2540,2
1086,2540,2
79,2540,8
809,2540,1
393,2540,1
401,2540,1
1218,2540,1
288,2540,2
240,2540,7
2409,2540,1
1590,2540,1
1839,2540,1
1435,2540,2
241,2540,1
918,2540,1
1226,2540,2
258,2540,1
2489,2540,1
914,2540,11
1085,2540,6
1082,2540,1
116,2540,1
1835,2540,1
2270,2540,2
2407,2540,1
898,2540,1
1857,2540,1
2488,2540,2
755,2540,4
284,2540,3
1283,2540,2
25,2540,2
806,2540,1
244,2540,1
941,2540,1
1074,2540,1
1208,2540,4
1685,2540,1
197,2540,1
1237,2540,1
823,2540,1
2190,2540,1
1525,2540,1
1286,2540,2
1083,2540,1
920,2540,1
751,2540,2
78,2540,3
1575,2540,6
1232,2540,2
1101,2540,8
201,2540,6
614,2540,4
2269,2540,1
221,2540,5
240,2541,1
365,2541,2
1012,2541,1
280,2541,1
304,2541,1
1287,2541,1
1775,2541,1
1486,2541,2
423,2541,1
366,2541,1
29,2541,2
1237,2541,2
1435,2541,1
308,2541,1
1880,2541,2
2135,2541,1
1528,2541,3
2038,2541,1
1381,2541,3
1233,2541,1
1016,2541,2
2011,2541,1
676,2541,1
914,2541,2
1073,2541,1
1226,2541,3
2005,2541,1
409,2541,1
2044,2541,1
221,2541,10
1399,2541,2
1063,2541,1
1232,2541,3
1836,2541,1
175,2541,1
2134,2541,2
823,2541,1
2538,2541,1
1699,2541,1
242,2541,1
1350,2541,1
272,2541,1
2446,2541,2
806,2541,1
90,2541,3
201,2541,1
1543,2541,6
679,2541,1
1086,2541,3
1835,2541,1
1775,2542,2
2011,2542,1
308,2542,1
1108,2542,1
2538,2542,2
914,2542,4
969,2542,2
1180,2546,1
1286,2546,3
1924,2546,2
1436,2546,6
272,2546,1
221,2546,6
1621,2546,1
613,2546,2
765,2546,3
2208,2546,1
2034,2546,1
2123,2546,5
820,2546,1
2409,2546,1
1162,2546,1
1237,2546,2
909,2546,2
914,2546,1
204,2546,1
1082,2546,4
1073,2546,2
402,2546,1
907,2546,2
547,2546,3
365,2546,3
1241,2546,1
2381,2546,1
2136,2546,2
1907,2546,2
28,2546,1
1043,2547,1
286,2547,1
898,2547,1
1908,2547,2
251,2547,1
1283,2547,1
2538,2547,3
1092,2547,1
935,2547,1
326,2547,2
25,2547,1
221,2547,5
842,2547,1
938,2547,1
2064,2547,1
204,2547,1
914,2547,1
244,2547,1
1906,2547,2
298,2553,1
543,2553,14
977,2553,4
42,2553,6
179,2553,3
1379,2553,3
581,2553,35
302,2553,17
1245,2553,1
950,2553,8
319,2553,4
209,2553,4
813,2553,1
952,2553,4
1425,2553,2
643,2553,9
1528,2553,16
1083,2553,6
390,2553,2
1294,2553,2
2447,2553,1
1911,2553,2
737,2553,1
2395,2553,2
1798,2553,3
676,2553,17
1093,2553,7
55,2553,1
211,2553,6
2280,2553,3
240,2553,70
2211,2553,4
82,2553,16
1114,2553,16
736,2553,4
927,2553,1
1383,2553,2
1272,2553,44
1524,2553,1
1835,2553,26
1280,2553,1
2004,2553,1
445,2553,11
1074,2553,4
2240,2553,1
2492,2553,3
2409,2553,1
2269,2553,10
204,2553,13
328,2553,7
1942,2553,1
172,2553,1
849,2553,3
1697,2553,1
1210,2553,13
246,2553,10
361,2553,4
198,2553,1
1809,2553,4
1523,2553,3
70,2553,2
2267,2553,4
121,2553,2
1485,2553,12
2106,2553,6
1228,2553,2
1941,2553,1
458,2553,6
1600,2553,2
1350,2553,15
1834,2553,1
230,2553,1
410,2553,1
1226,2553,9
682,2553,13
820,2553,6
1437,2553,3
1793,2553,1
474,2553,1
2396,2553,5
17,2553,6
939,2553,2
794,2553,2
914,2553,43
1436,2553,3
951,2553,10
692,2553,3
963,2553,34
117,2553,3
753,2553,2
2446,2553,8
506,2553,1
28,2553,1
1817,2553,1
158,2553,4
972,2553,1
1708,2553,1
773,2553,2
1216,2553,1
558,2553,3
406,2553,1
316,2553,30
2546,2553,3
615,2553,9
734,2553,10
118,2553,5
1251,2553,1
1258,2553,1
1740,2553,21
810,2553,7
1181,2553,1
2064,2553,5
1182,2553,2
287,2553,16
71,2553,3
1927,2553,4
81,2553,2
1338,2553,1
2410,2553,2
941,2553,1
221,2553,126
677,2553,1
887,2553,1
1837,2553,1
404,2553,1
1078,2553,1
2218,2553,2
1590,2553,3
969,2553,2
1457,2553,1
893,2553,4
29,2553,17
329,2553,12
1013,2553,2
747,2553,3
216,2553,3
206,2553,6
1662,2553,1
2045,2553,6
2270,2553,6
1014,2553,1
1018,2553,2
839,2553,3
2032,2553,3
2237,2553,2
25,2553,25
1252,2553,4
1286,2553,27
208,2553,3
929,2553,2
459,2553,3
1273,2553,5
413,2553,5
1749,2553,12
284,2553,11
1208,2553,2
2177,2553,4
1106,2553,2
1395,2553,8
1081,2553,8
953,2553,6
340,2553,16
217,2553,1
1707,2553,3
1017,2553,4
2009,2553,1
765,2553,21
2117,2553,2
1545,2553,1
2417,2553,1
2397,2553,1
1741,2553,5
768,2553,2
465,2553,7
1617,2553,6
800,2553,9
1209,2553,17
826,2553,4
923,2553,2
2411,2553,1
470,2553,3
2065,2553,2
322,2553,4
579,2553,1
1088,2553,1
909,2553,7
1533,2553,5
237,2553,2
476,2553,3
804,2553,1
469,2553,4
6,2553,9
453,2553,10
1788,2553,1
2277,2553,2
2190,2553,3
54,2553,2
1351,2553,2
401,2553,3
1430,2553,24
962,2553,5
1608,2553,9
943,2553,4
2264,2553,4
1071,2553,3
1428,2553,1
411,2553,1
1068,2553,6
1912,2553,2
1750,2553,5
2174,2553,2
2176,2553,13
970,2553,3
334,2553,2
137,2553,3
811,2553,2
2135,2553,1
1101,2553,10
2321,2553,1
1089,2553,7
961,2553,6
330,2553,11
248,2553,3
1232,2553,3
1195,2553,3
1867,2553,1
1789,2553,2
2236,2553,1
1308,2553,1
899,2553,1
1378,2553,4
1454,2553,4
1799,2553,1
1836,2553,2
541,2553,1
2538,2553,22
1082,2553,3
1086,2553,16
135,2553,4
1621,2553,2
266,2553,3
210,2553,14
1043,2553,3
821,2553,6
678,2553,9
242,2553,12
2381,2553,3
2382,2553,54
1604,2553,3
876,2553,12
830,2553,1
823,2553,8
2393,2553,1
547,2553,65
771,2553,1
305,2553,3
159,2553,2
2407,2553,2
1510,2553,1
2238,2553,1
196,2553,1
2229,2553,1
1685,2553,1
1435,2553,1
440,2553,14
973,2553,3
812,2553,18
2208,2553,1
601,2553,1
171,2553,3
1337,2553,1
1069,2553,4
466,2553,61
72,2553,11
1358,2553,7
2213,2553,14
420,2553,22
2398,2553,2
1091,2553,5
18,2553,9
1363,2553,2
1259,2553,2
89,2553,2
1073,2553,2
1278,2553,2
441,2553,2
1924,2553,3
1247,2553,1
1595,2553,1
1525,2553,2
1084,2553,5
308,2553,8
1162,2553,8
767,2553,1
2019,2553,3
2282,2553,4
1087,2553,21
1066,2553,22
2105,2553,4
898,2553,2
222,2553,1
403,2553,7
74,2553,3
842,2553,39
2212,2553,1
789,2553,1
238,2553,3
790,2553,11
1908,2553,1
2403,2553,2
90,2553,2
415,2553,4
2034,2553,4
402,2553,24
1012,2553,4
814,2553,1
845,2553,13
409,2553,4
850,2553,1
2488,2553,6
920,2553,3
79,2553,10
437,2553,1
916,2553,1
40,2553,22
1092,2553,10
751,2553,10
450,2553,7
622,2553,2
2195,2553,2
754,2553,2
614,2553,2
1237,2553,5
78,2553,4
965,2553,4
258,2553,11
438,2553,2
1325,2553,6
201,2553,7
461,2553,3
326,2553,35
2039,2553,11
560,2553,2
124,2553,2
1257,2553,6
281,2553,3
475,2553,13
542,2553,8
809,2553,1
1121,2553,1
793,2553,3
2129,2553,1
2486,2553,14
365,2553,34
1284,2553,2
1282,2553,19
452,2553,3
1865,2553,10
1283,2553,13
87,2553,2
324,2553,1
1743,2553,12
2011,2553,1
1866,2553,8
1299,2553,1
1275,2553,4
1079,2553,1
1928,2553,1
285,2553,2
585,2553,2
73,2553,2
675,2553,3
244,2553,1
91,2553,1
907,2553,4
772,2553,16
755,2553,15
1759,2553,4
1246,2553,1
1439,2553,3
2070,2553,2
735,2553,2
2005,2553,1
393,2553,5
1508,2553,2
2172,2553,1
60,2553,3
1108,2553,40
77,2553,1
1274,2553,11
272,2553,2
447,2553,5
250,2553,1
1291,2553,2
1857,2553,1
1125,2553,3
443,2553,3
292,2553,2
626,2553,2
1774,2553,2
1362,2553,4
1943,2553,1
1076,2553,9
2033,2553,3
918,2553,2
1427,2553,1
1292,2553,1
269,2553,3
1063,2553,1
2265,2553,4
1032,2554,1
2241,2554,1
1245,2554,1
678,2554,1
1623,2554,1
1750,2554,1
803,2554,1
330,2554,2
615,2554,1
755,2554,2
1272,2554,1
923,2554,1
390,2554,1
287,2554,4
1912,2554,1
401,2554,1
1273,2554,1
812,2554,8
1351,2554,1
221,2554,2
1524,2554,1
614,2554,1
1358,2554,1
2553,2554,5
329,2554,2
1857,2554,1
240,2554,3
402,2554,8
340,2554,3
1911,2554,1
806,2554,2
246,2554,1
284,2554,5
790,2554,3
73,2554,1
365,2554,3
415,2554,1
2382,2554,1
2265,2554,1
1523,2554,6
2538,2554,1
840,2554,1
676,2554,1
1350,2554,2
1383,2554,1
2065,2554,1
1590,2554,1
809,2554,4
1182,2554,1
2131,2554,1
1110,2554,2
1108,2554,2
326,2554,1
316,2554,1
876,2554,1
842,2554,4
2492,2554,1
1181,2554,1
42,2554,1
823,2554,1
1087,2554,1
406,2554,1
950,2554,10
1337,2554,1
1485,2554,1
25,2554,2
1510,2554,2
71,2555,1
1617,2555,2
1272,2555,1
18,2555,1
1087,2555,4
274,2555,2
204,2555,1
1101,2555,2
2553,2555,9
772,2555,3
1089,2555,3
17,2555,3
590,2555,1
800,2555,1
1697,2555,6
1835,2555,1
1604,2555,1
1071,2555,1
137,2555,1
334,2555,2
2538,2555,2
326,2555,1
466,2555,2
365,2555,2
1226,2555,2
118,2555,1
1865,2555,1
1074,2555,1
1226,2556,2
1257,2556,1
914,2556,1
2446,2556,1
2553,2556,27
547,2556,8
1078,2556,1
1351,2556,1
466,2556,2
849,2556,2
962,2556,1
751,2556,5
40,2556,1
420,2556,3
465,2556,4
810,2556,4
450,2556,3
1209,2556,4
1083,2556,3
1114,2556,1
328,2556,5
682,2556,6
1608,2556,5
793,2556,1
201,2556,3
1093,2556,4
1362,2556,1
1282,2556,4
542,2556,1
2270,2556,1
678,2556,6
1081,2556,1
1835,2556,4
2555,2556,2
1528,2556,4
2011,2556,4
329,2556,3
475,2556,4
845,2556,1
615,2556,1
72,2556,2
1108,2556,1
2105,2556,1
1068,2556,1
308,2556,1
221,2556,6
204,2556,4
812,2556,6
1749,2556,1
1066,2556,1
274,2556,1
319,2556,1
2492,2556,1
1088,2556,4
821,2556,1
2382,2556,2
29,2556,1
734,2556,2
469,2556,1
316,2556,3
326,2556,5
2045,2556,1
270,2556,1
